DefaultSC.A1ModJulian     DefaultSC.ElapsedSecs     DefaultSC.EarthMJ2000Eq.X   DefaultSC.EarthMJ2000Eq.Y   DefaultSC.EarthMJ2000Eq.Z   DefaultSC.EarthMJ2000Eq.VX   DefaultSC.EarthMJ2000Eq.VY   DefaultSC.EarthMJ2000Eq.VZ   
31257.67377980139         577.5404715444893         5173.655694094361           4003.14344895562            1072.38521608135            -4.854170240053163           5.84180558338149             1.564033186378533            
31257.67389906366         587.8447316237725         5123.261973169114           4063.046216066453           1088.422771087239           -4.926854414425595           5.784849436055699            1.54872973842827             
31257.67401095127         597.5118211121298         5075.306663911858           4118.70748358448            1103.324248215448           -4.994394425623392           5.730648349021686            1.534166662645905            
31257.67410019898         605.2228227141313         5036.588669190462           4162.728100734176           1115.108957594918           -5.047811189566365           5.686887020415091            1.522408689967063            
31257.67418300447         612.377217435278          5000.298447110676           4203.267843048361           1125.961510385921           -5.09700541607971            5.645869178696392            1.511387918386527            
31257.67428164133         620.8994422573596         4956.61254455671            4251.173203800413           1138.785473499012           -5.155139368340274           5.596491525843737            1.498121102830107            
31257.67438117373         629.4990416849032         4912.030031963159           4299.084519866176           1151.610607895147           -5.213282425147043           5.546099677293104            1.48458189448728             
31257.6744736582          637.4896994093433         4870.158206666981           4343.212733531045           1163.422675393082           -5.266836187406773           5.498771020646166            1.471865794271872            
31257.67457509641         646.2539611151442         4823.742786539427           4391.175914739627           1176.260834999562           -5.325045964033084           5.446305825093368            1.45776973368757             
31257.67466922481         654.3866543797776         4780.21788157959            4435.269324984797           1188.062768573799           -5.378561069296519           5.3971071119519              1.444551396584161            
31257.67475824919         662.0783613645472         4738.654356300098           4476.601882712755           1199.125364089858           -5.428727022742682           5.350124748205552            1.43192862490077             
